id,date,session,gender,format,nat,start_no,name,run,status,start_time,int1,int2,int3,int4,finish,speed,athlete_id,air_temp,humidity_pct,pressure_hpa,wind_speed_ms,dewpoint_c,ice_temp_est,temp_avg,seg1,seg2,seg3,seg4,seg5,is_normal,display_code
2159,2025-11-18,,Mixed,TRAINING,KOR,10,CHUNG Yeeun,4,DNS,,,,,,,,ATH-8A0E894D,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,False,SK030
2160,2025-11-18,,Mixed,TRAINING,KOR,11,JEONG Yeyeon,1,OK,5.96,16.16,25.5,36.91,,57.67,110.14,,-1,32.8,937.4,1.8,-14.6,-7.35,-7.35,,,,,,,
2161,2025-11-18,,Mixed,TRAINING,KOR,11,JEONG Yeyeon,2,OK,6.3,16.62,26.01,37.35,,59.73,102.62,,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,,
2162,2025-11-18,,Mixed,TRAINING,KOR,11,JEONG Yeyeon,3,DNS,,,,,,,,,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,False,
2163,2025-11-18,,Mixed,TRAINING,KOR,11,JEONG Yeyeon,4,DNS,,,,,,,,,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,False,
2164,2025-11-18,,Mixed,TRAINING,KOR,12,LEE Seunghoon,1,OK,8.82,19.54,28.91,40.11,,61.63,107.39,,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,False,
2165,2025-11-18,,Mixed,TRAINING,KOR,12,LEE Seunghoon,2,OK,8.73,19.43,28.79,39.65,,59.51,114.36,,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,False,
2166,2025-11-18,,Mixed,TRAINING,KOR,12,LEE Seunghoon,3,DNS,,,,,,,,,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,False,
2167,2025-11-18,,Mixed,TRAINING,KOR,12,LEE Seunghoon,4,DNS,,,,,,,,,-1.6,37.5,930.1,5.7,-14.6,-5.6,,,,,,,False,
2180,2025-11-19,,Mixed,TRAINING,KOR,5,PARK Yewoon,1,OK,7.45,7.78,17.36,26.79,31.21,54.65,100.4,,1.5,44.9,931.4,3.6,-9.5,-2.5,,0.33,9.58,9.43,4.42,23.44,False,
2181,2025-11-19,,Mixed,TRAINING,KOR,5,PARK Yewoon,2,OK,7.34,7.67,17.26,26.8,31.29,54.67,100.56,,1.5,44.9,931.4,3.6,-9.5,-2.5,,0.33,9.59,9.54,4.49,23.38,False,
2182,2025-11-19,,Mixed,TRAINING,KOR,5,PARK Yewoon,3,OK,7.27,7.6,17.11,26.67,31.17,54.58,99.64,,1.5,44.9,931.4,3.6,-9.5,-2.5,,0.33,9.51,9.56,4.5,23.41,False,
2183,2025-11-19,,Mixed,TRAINING,KOR,5,PARK Yewoon,4,DNS,,,,,,,,,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,
2196,2025-11-19,,Mixed,TRAINING,KOR,8,AN Jaewoong,1,OK,5.1,14.85,23.98,34.69,46.34,54.06,117.48,ATH-E68E8959,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,9.75,9.13,10.71,11.65,7.72,True,SK020
2197,2025-11-19,,Mixed,TRAINING,KOR,8,AN Jaewoong,2,OK,5.11,14.86,24.05,34.79,46.59,54.27,116.52,ATH-E68E8959,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,9.75,9.19,10.74,11.8,7.68,True,SK020
2198,2025-11-19,,Mixed,TRAINING,KOR,8,AN Jaewoong,3,DNS,,,,,,,,ATH-E68E8959,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK020
2199,2025-11-19,,Mixed,TRAINING,KOR,8,AN Jaewoong,4,DNS,,,,,,,,ATH-E68E8959,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK020
2200,2025-11-19,,Mixed,TRAINING,KOR,9,KWACK Eunwoo,1,OK,4.96,14.77,23.81,34.27,45.57,53.04,120.54,ATH-F6E5D0C9,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,9.81,9.04,10.46,11.3,7.47,True,SK013
2201,2025-11-19,,Mixed,TRAINING,KOR,9,KWACK Eunwoo,2,OK,5.04,14.74,23.76,34.37,46.02,53.64,117.78,ATH-F6E5D0C9,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,9.7,9.02,10.61,11.65,7.62,True,SK013
2202,2025-11-19,,Mixed,TRAINING,KOR,9,KWACK Eunwoo,3,DNS,,,,,,,,ATH-F6E5D0C9,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK013
2203,2025-11-19,,Mixed,TRAINING,KOR,9,KWACK Eunwoo,4,DNS,,,,,,,,ATH-F6E5D0C9,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK013
2204,2025-11-19,,Mixed,TRAINING,KOR,10,JUNG Janghwan,1,OK,5.1,14.91,24.06,34.82,46.63,54.47,116.01,ATH-54955BB9,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,9.81,9.15,10.76,11.81,7.84,True,SK026
2205,2025-11-19,,Mixed,TRAINING,KOR,10,JUNG Janghwan,2,OK,5.11,15.01,24.2,35.01,46.81,54.64,115.79,ATH-54955BB9,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,9.9,9.19,10.81,11.8,7.83,True,SK026
2206,2025-11-19,,Mixed,TRAINING,KOR,10,JUNG Janghwan,3,DNS,,,,,,,,ATH-54955BB9,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK026
2207,2025-11-19,,Mixed,TRAINING,KOR,10,JUNG Janghwan,4,DNS,,,,,,,,ATH-54955BB9,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK026
2208,2025-11-19,,Mixed,TRAINING,KOR,11,KIM Minji,1,OK,5.85,15.96,25.16,35.8,47.31,54.7,119.53,ATH-075364AA,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,10.11,9.2,10.64,11.51,7.39,True,SK028
2209,2025-11-19,,Mixed,TRAINING,KOR,11,KIM Minji,2,OK,5.94,16.08,25.39,36.35,48.36,56.23,114.08,ATH-075364AA,1.5,44.9,931.4,3.6,-9.5,-2.5,,10.14,9.31,10.96,12.01,7.87,True,SK028
2210,2025-11-19,,Mixed,TRAINING,KOR,11,KIM Minji,3,DNS,,,,,,,,ATH-075364AA,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK028
2211,2025-11-19,,Mixed,TRAINING,KOR,11,KIM Minji,4,DNS,,,,,,,,ATH-075364AA,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK028
2212,2025-11-19,,Mixed,TRAINING,KOR,12,CHUNG Yeeun,1,OK,5.82,15.94,25.19,35.95,47.6,55.14,117.85,ATH-8A0E894D,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,10.12,9.25,10.76,11.65,7.54,True,SK030
2213,2025-11-19,,Mixed,TRAINING,KOR,12,CHUNG Yeeun,2,OK,5.75,15.81,25.05,35.81,47.89,56.58,112.48,ATH-8A0E894D,1.5,44.9,931.4,3.6,-9.5,-2.5,,10.06,9.24,10.76,12.08,8.69,True,SK030
2214,2025-11-19,,Mixed,TRAINING,KOR,12,CHUNG Yeeun,3,DNS,,,,,,,,ATH-8A0E894D,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK030
2215,2025-11-19,,Mixed,TRAINING,KOR,12,CHUNG Yeeun,4,DNS,,,,,,,,ATH-8A0E894D,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,SK030
2216,2025-11-19,,Mixed,TRAINING,KOR,13,JEONG Yeyeon,1,OK,6.01,16.19,25.72,37.14,49.51,57.81,109.55,,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,10.18,9.53,11.42,12.37,8.3,True,
2217,2025-11-19,,Mixed,TRAINING,KOR,13,JEONG Yeyeon,2,OK,6.05,16.3,25.84,37.08,49.26,57.6,111.87,,1.9,45.8,938.1,1.5,-9.5,-7.2,-7.2,10.25,9.54,11.24,12.18,8.34,True,
2218,2025-11-19,,Mixed,TRAINING,KOR,13,JEONG Yeyeon,3,DNS,,,,,,,,,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,
2219,2025-11-19,,Mixed,TRAINING,KOR,13,JEONG Yeyeon,4,DNS,,,,,,,,,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,
2220,2025-11-19,,Mixed,TRAINING,KOR,14,LEE Seunghoon,1,OK,8.44,19.07,28.4,39.35,51.42,59.55,109.03,,1.5,44.9,931.4,3.6,-9.5,-2.5,,10.63,9.33,10.95,12.07,8.13,False,
2221,2025-11-19,,Mixed,TRAINING,KOR,14,LEE Seunghoon,2,OK,8.33,18.96,28.58,39.84,51.86,59.82,112.0,,1.5,44.9,931.4,3.6,-9.5,-2.5,,10.63,9.62,11.26,12.02,7.96,False,
2222,2025-11-19,,Mixed,TRAINING,KOR,14,LEE Seunghoon,3,DNS,,,,,,,,,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,
2223,2025-11-19,,Mixed,TRAINING,KOR,14,LEE Seunghoon,4,DNS,,,,,,,,,1.5,44.9,931.4,3.6,-9.5,-2.5,,,,,,,False,
2224,2025-11-20,,Mixed,TRAINING,KOR,1,LEE Seunghoon,1,OK,7.4,18.08,27.47,38.45,50.57,58.81,112.21,,5.3,70.2,927.9,10.1,0.3,1.3,,10.68,9.39,10.98,12.12,8.24,False,
2225,2025-11-20,,Mixed,TRAINING,KOR,1,LEE Seunghoon,2,OK,6.68,17.11,26.54,37.6,49.68,57.82,112.21,,5.3,70.2,927.9,10.1,0.3,1.3,,10.43,9.43,11.06,12.08,8.14,True,
2226,2025-11-20,,Mixed,TRAINING,KOR,2,KIM Minji,1,OK,5.9,16.13,25.39,36.2,47.79,55.37,118.08,ATH-075364AA,6.1,58.5,936,2.4,-1.5,-6.64,-6.64,10.23,9.26,10.81,11.59,7.58,True,SK028
2227,2025-11-20,,Mixed,TRAINING,KOR,2,KIM Minji,2,DNS,,,,,,,,ATH-075364AA,5.3,70.2,927.9,10.1,0.3,1.3,,,,,,,False,SK028
2228,2025-11-20,,Mixed,TRAINING,KOR,3,JEONG Yeyeon,1,OK,5.91,16.13,25.48,36.87,49.46,58.09,108.97,,6.1,58.5,936,2.4,-1.5,-6.64,-6.64,10.22,9.35,11.39,12.59,8.63,True,
2229,2025-11-20,,Mixed,TRAINING,KOR,3,JEONG Yeyeon,2,DNS,,,,,,,,,5.3,70.2,927.9,10.1,0.3,1.3,,,,,,,False,
2230,2025-11-20,,Mixed,TRAINING,KOR,4,CHUNG Yeeun,1,OK,5.74,15.85,25.07,35.8,47.45,55.09,116.74,ATH-8A0E894D,6.1,58.5,936,2.4,-1.5,-6.64,-6.64,10.11,9.22,10.73,11.65,7.64,True,SK030
2231,2025-11-20,,Mixed,TRAINING,KOR,4,CHUNG Yeeun,2,DNS,,,,,,,,ATH-8A0E894D,5.3,70.2,927.9,10.1,0.3,1.3,,,,,,,False,SK030
2232,2025-11-20,,Mixed,TRAINING,KOR,5,KWACK Eunwoo,1,DNF,,,,,,,,ATH-F6E5D0C9,5.3,70.2,927.9,10.1,0.3,1.3,,,,,,,False,SK013
2233,2025-11-20,,Mixed,TRAINING,KOR,5,KWACK Eunwoo,2,DNS,,,,,,,,ATH-F6E5D0C9,5.3,70.2,927.9,10.1,0.3,1.3,,,,,,,False,SK013
2234,2025-11-20,,Mixed,TRAINING,KOR,6,AN Jaewoong,1,OK,5.42,15.46,24.66,35.63,47.97,56.68,108.59,ATH-E68E8959,6.1,58.5,936,2.4,-1.5,-6.64,-6.64,10.04,9.2,10.97,12.34,8.71,True,SK020
2235,2025-11-20,,Mixed,TRAINING,KOR,6,AN Jaewoong,2,DNS,,,,,,,,ATH-E68E8959,5.3,70.2,927.9,10.1,0.3,1.3,,,,,,,False,SK020
2236,2025-11-20,,Mixed,TRAINING,KOR,7,JUNG Janghwan,1,OK,5.54,16.23,25.64,36.54,48.61,56.71,113.45,ATH-54955BB9,6.1,58.5,936,2.4,-1.5,-6.64,-6.64,10.69,9.41,10.9,12.07,8.1,True,SK026
2237,2025-11-20,,Mixed,TRAINING,KOR,7,JUNG Janghwan,2,DNS,,,,,,,,ATH-54955BB9,5.3,70.2,927.9,10.1,0.3,1.3,,,,,,,False,SK026
2238,2025-11-20,,Mixed,TRAINING,KOR,8,PARK Yewoon,1,OK,7.64,7.97,17.6,27.06,31.51,55.15,99.48,,5.3,70.2,927.9,10.1,0.3,1.3,,0.33,9.63,9.46,4.45,23.64,False,
2239,2025-11-20,,Mixed,TRAINING,KOR,8,PARK Yewoon,2,OK,7.6,7.94,17.69,27.32,31.86,56.01,97.85,,5.3,70.2,927.9,10.1,0.3,1.3,,0.34,9.75,9.63,4.54,24.15,False,
2250,2025-11-21,,Mixed,TRAINING,KOR,3,PARK Yewoon,1,OK,4.73,17.69,26.38,30.61,43.84,53.06,103.89,,4,36.3,930.5,5.9,-9.8,0,,12.96,8.69,4.23,13.23,9.22,True,
2251,2025-11-21,,Mixed,TRAINING,KOR,3,PARK Yewoon,2,OK,4.79,17.57,26.17,30.37,43.47,52.32,105.31,,4,36.3,930.5,5.9,-9.8,0,,12.78,8.6,4.2,13.1,8.85,True,
2252,2025-11-21,,Mixed,TRAINING,KOR,3,PARK Yewoon,3,OK,4.82,17.63,26.27,30.49,43.68,52.71,104.83,,4,36.3,930.5,5.9,-9.8,0,,12.81,8.64,4.22,13.19,9.03,True,
2253,2025-11-21,,Mixed,TRAINING,KOR,3,PARK Yewoon,4,OK,4.77,17.92,26.71,31.0,44.23,53.32,104.66,,4,36.3,930.5,5.9,-9.8,0,,13.15,8.79,4.29,13.23,9.09,True,
2274,2025-11-21,,Mixed,TRAINING,KOR,7,AN Jaewoong,1,OK,5.12,14.9,24.06,35.01,47.18,55.25,113.17,ATH-E68E8959,3.9,32.7,937.8,1.5,-7,-6.8,-6.8,9.78,9.16,10.95,12.17,8.07,True,SK020
2275,2025-11-21,,Mixed,TRAINING,KOR,7,AN Jaewoong,2,OK,5.25,15.14,24.5,35.57,47.41,55.13,116.15,ATH-E68E8959,3.9,32.7,937.8,1.5,-7,-6.8,-6.8,9.89,9.36,11.07,11.84,7.72,True,SK020
2276,2025-11-21,,Mixed,TRAINING,KOR,7,AN Jaewoong,3,DNS,,,,,,,,ATH-E68E8959,4,36.3,930.5,5.9,-9.8,0,,,,,,,False,SK020
2277,2025-11-21,,Mixed,TRAINING,KOR,7,AN Jaewoong,4,DNS,,,,,,,,ATH-E68E8959,4,36.3,930.5,5.9,-9.8,0,,,,,,,False,SK020
2278,2025-11-21,,Mixed,TRAINING,KOR,8,JUNG Janghwan,1,OK,5.13,15.06,24.36,35.37,47.36,55.31,114.08,ATH-54955BB9,3.9,32.7,937.8,1.5,-7,-6.8,-6.8,9.93,9.3,11.01,11.99,7.95,True,SK026
2279,2025-11-21,,Mixed,TRAINING,KOR,8,JUNG Janghwan,2,OK,5.09,14.87,24.03,34.79,46.83,54.82,113.59,ATH-54955BB9,3.9,32.7,937.8,1.5,-7,-6.8,-6.8,9.78,9.16,10.76,12.04,7.99,True,SK026
2280,2025-11-21,,Mixed,TRAINING,KOR,8,JUNG Janghwan,3,DNS,,,,,,,,ATH-54955BB9,4,36.3,930.5,5.9,-9.8,0,,,,,,,False,SK026
2281,2025-11-21,,Mixed,TRAINING,KOR,8,JUNG Janghwan,4,DNS,,,,,,,,ATH-54955BB9,4,36.3,930.5,5.9,-9.8,0,,,,,,,False,SK026
2282,2025-11-21,,Mixed,TRAINING,KOR,9,KIM Minji,1,OK,5.87,16.02,25.28,36.02,47.76,55.45,111.53,ATH-075364AA,4,36.3,930.5,5.9,-9.8,0,,10.15,9.26,10.74,11.74,7.69,True,SK028
2283,2025-11-21,,Mixed,TRAINING,KOR,9,KIM Minji,2,OK,5.83,15.94,25.19,35.94,47.66,55.3,116.45,ATH-075364AA,3.9,32.7,937.8,1.5,-7,-6.8,-6.8,10.11,9.25,10.75,11.72,7.64,True,SK028
2284,2025-11-21,,Mixed,TRAINING,KOR,9,KIM Minji,3,OK,5.84,15.96,25.2,35.98,47.63,55.21,116.81,ATH-075364AA,3.9,32.7,937.8,1.5,-7,-6.8,-6.8,10.12,9.24,10.78,11.65,7.58,True,SK028
2285,2025-11-21,,Mixed,TRAINING,KOR,9,KIM Minji,4,DNS,,,,,,,,ATH-075364AA,4,36.3,930.5,5.9,-9.8,0,,,,,,,False,SK028
2286,2025-11-21,,Mixed,TRAINING,KOR,10,JEONG Yeyeon,1,OK,5.99,16.2,25.61,36.83,49.4,57.93,108.4,,3.9,32.7,937.8,1.5,-7,-6.8,-6.8,10.21,9.41,11.22,12.57,8.53,True,
2287,2025-11-21,,Mixed,TRAINING,KOR,10,JEONG Yeyeon,2,OK,5.94,16.13,25.68,37.29,49.95,58.92,103.25,,4,36.3,930.5,5.9,-9.8,0,,10.19,9.55,11.61,12.66,8.97,True,
2288,2025-11-21,,Mixed,TRAINING,KOR,10,JEONG Yeyeon,3,DNS,,,,,,,,,4,36.3,930.5,5.9,-9.8,0,,,,,,,False,
2289,2025-11-21,,Mixed,TRAINING,KOR,10,JEONG Yeyeon,4,DNS,,,,,,,,,4,36.3,930.5,5.9,-9.8,0,,,,,,,False,
2290,2025-11-24,,Mixed,TRAINING,KOR,1,PARK Yewoon,1,OK,7.29,7.63,17.67,27.71,32.44,59.59,88.83,,9.6,65.6,926.4,5,3.3,5.6,,0.34,10.04,10.04,4.73,27.15,False,
2299,2025-11-24,,Mixed,TRAINING,KOR,4,AN Jaewoong,1,OK,5.25,15.63,25.46,37.06,49.82,58.73,106.04,ATH-E68E8959,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.38,9.83,11.6,12.76,8.91,True,SK020
2300,2025-11-24,,Mixed,TRAINING,KOR,4,AN Jaewoong,2,OK,5.27,15.51,25.24,36.8,49.25,57.85,108.02,ATH-E68E8959,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.24,9.73,11.56,12.45,8.6,True,SK020
2301,2025-11-24,,Mixed,TRAINING,KOR,4,AN Jaewoong,3,DNS,,,,,,,,ATH-E68E8959,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,SK020
2302,2025-11-24,,Mixed,TRAINING,KOR,5,JUNG Janghwan,1,OK,5.24,15.55,25.34,36.88,49.47,58.25,106.65,ATH-54955BB9,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.31,9.79,11.54,12.59,8.78,True,SK026
2303,2025-11-24,,Mixed,TRAINING,KOR,5,JUNG Janghwan,2,OK,5.26,15.61,25.4,36.95,49.58,58.34,106.89,ATH-54955BB9,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.35,9.79,11.55,12.63,8.76,True,SK026
2304,2025-11-24,,Mixed,TRAINING,KOR,5,JUNG Janghwan,3,DNS,,,,,,,,ATH-54955BB9,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,SK026
2305,2025-11-24,,Mixed,TRAINING,KOR,6,KWACK Eunwoo,1,OK,4.98,15.06,24.69,36.03,48.3,56.91,109.23,ATH-F6E5D0C9,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.08,9.63,11.34,12.27,8.61,True,SK013
2306,2025-11-24,,Mixed,TRAINING,KOR,6,KWACK Eunwoo,2,OK,5.07,15.11,24.69,36.07,48.44,57.25,107.02,ATH-F6E5D0C9,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.04,9.58,11.38,12.37,8.81,True,SK013
2307,2025-11-24,,Mixed,TRAINING,KOR,6,KWACK Eunwoo,3,DNS,,,,,,,,ATH-F6E5D0C9,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,SK013
2310,2025-11-24,,Mixed,TRAINING,KOR,7,KIM Minji,3,DNS,,,,,,,,ATH-075364AA,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,SK028
2311,2025-11-24,,Mixed,TRAINING,KOR,8,CHUNG Yeeun,1,OK,5.79,16.6,26.72,38.51,51.36,60.3,104.89,ATH-8A0E894D,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.81,10.12,11.79,12.85,8.94,False,SK030
2312,2025-11-24,,Mixed,TRAINING,KOR,8,CHUNG Yeeun,2,OK,5.77,16.44,26.45,38.14,50.98,59.84,105.25,ATH-8A0E894D,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.67,10.01,11.69,12.84,8.86,False,SK030
2313,2025-11-24,,Mixed,TRAINING,KOR,8,CHUNG Yeeun,3,DNS,,,,,,,,ATH-8A0E894D,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,SK030
2314,2025-11-24,,Mixed,TRAINING,KOR,9,JEONG Yeyeon,1,OK,6.06,16.81,26.98,39.04,52.37,62.01,100.02,,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.75,10.17,12.06,13.33,9.64,False,
2315,2025-11-24,,Mixed,TRAINING,KOR,9,JEONG Yeyeon,2,DNF,,,,,,,,,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,
2316,2025-11-24,,Mixed,TRAINING,KOR,9,JEONG Yeyeon,3,DNS,,,,,,,,,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,
2317,2025-11-24,,Mixed,TRAINING,KOR,10,LEE Seunghoon,1,OK,5.63,16.06,25.86,37.39,49.89,58.78,103.48,,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.43,9.8,11.53,12.5,8.89,True,
2318,2025-11-24,,Mixed,TRAINING,KOR,10,LEE Seunghoon,2,OK,5.63,16.03,25.77,37.29,50.05,59.06,101.67,,10.1,54,933.4,1.5,0.6,-6.44,-6.44,10.4,9.74,11.52,12.76,9.01,False,
2319,2025-11-24,,Mixed,TRAINING,KOR,10,LEE Seunghoon,3,DNS,,,,,,,,,9.6,65.6,926.4,5,3.3,5.6,,,,,,,False,
2326,2025-11-25,,Mixed,TRAINING,KOR,1,PARK Yewoon,1,OK,7.08,7.41,17.32,27.35,32.1,62.6,89.26,,2.3,95.3,921.3,2.7,1.6,-1.7,,0.33,9.91,10.03,4.75,30.5,False,
2327,2025-11-25,,Mixed,TRAINING,KOR,1,PARK Yewoon,2,OK,7.12,7.45,17.38,27.37,32.1,59.93,88.03,,2.3,95.3,921.3,2.7,1.6,-1.7,,0.33,9.93,9.99,4.73,27.83,False,
2328,2025-11-25,,Mixed,TRAINING,KOR,1,PARK Yewoon,3,OK,7.08,7.42,17.37,27.35,32.09,59.61,89.34,,2.3,95.3,921.3,2.7,1.6,-1.7,,0.34,9.95,9.98,4.74,27.52,False,
2329,2025-11-25,,Mixed,TRAINING,KOR,4,AN Jaewoong,1,OK,5.25,15.59,25.52,37.27,50.3,59.54,103.54,ATH-E68E8959,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.34,9.93,11.75,13.03,9.24,False,SK020
2330,2025-11-25,,Mixed,TRAINING,KOR,4,AN Jaewoong,2,OK,5.35,15.76,25.55,37.09,49.97,59.08,103.89,ATH-E68E8959,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.41,9.79,11.54,12.88,9.11,True,SK020
2331,2025-11-25,,Mixed,TRAINING,KOR,4,AN Jaewoong,3,DNS,,,,,,,,ATH-E68E8959,2.3,95.3,921.3,2.7,1.6,-1.7,,,,,,,False,SK020
2332,2025-11-25,,Mixed,TRAINING,KOR,5,JUNG Janghwan,1,OK,5.3,15.6,25.38,36.94,49.73,58.67,105.79,ATH-54955BB9,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.3,9.78,11.56,12.79,8.94,True,SK026
2333,2025-11-25,,Mixed,TRAINING,KOR,5,JUNG Janghwan,2,OK,5.25,15.61,25.45,37.08,49.93,58.97,104.01,ATH-54955BB9,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.36,9.84,11.63,12.85,9.04,True,SK026
2334,2025-11-25,,Mixed,TRAINING,KOR,5,JUNG Janghwan,3,DNS,,,,,,,,ATH-54955BB9,2.3,95.3,921.3,2.7,1.6,-1.7,,,,,,,False,SK026
2335,2025-11-25,,Mixed,TRAINING,KOR,6,KWACK Eunwoo,1,OK,5.14,15.51,25.23,36.71,49.5,58.28,105.13,ATH-F6E5D0C9,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.37,9.72,11.48,12.79,8.78,True,SK013
2336,2025-11-25,,Mixed,TRAINING,KOR,6,KWACK Eunwoo,2,OK,5.08,15.44,25.26,36.85,49.56,58.71,102.8,ATH-F6E5D0C9,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.36,9.82,11.59,12.71,9.15,True,SK013
2337,2025-11-25,,Mixed,TRAINING,KOR,6,KWACK Eunwoo,3,DNS,,,,,,,,ATH-F6E5D0C9,2.3,95.3,921.3,2.7,1.6,-1.7,,,,,,,False,SK013
2340,2025-11-25,,Mixed,TRAINING,KOR,7,KIM Minji,3,DNS,,,,,,,,ATH-075364AA,2.3,95.3,921.3,2.7,1.6,-1.7,,,,,,,False,SK028
2341,2025-11-25,,Mixed,TRAINING,KOR,8,CHUNG Yeeun,1,OK,5.82,16.52,26.67,38.65,51.77,60.94,101.72,ATH-8A0E894D,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.7,10.15,11.98,13.12,9.17,False,SK030
2342,2025-11-25,,Mixed,TRAINING,KOR,8,CHUNG Yeeun,2,OK,5.88,16.63,26.58,38.29,51.18,60.81,104.18,ATH-8A0E894D,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.75,9.95,11.71,12.89,9.63,False,SK030
2343,2025-11-25,,Mixed,TRAINING,KOR,8,CHUNG Yeeun,3,DNS,,,,,,,,ATH-8A0E894D,2.3,95.3,921.3,2.7,1.6,-1.7,,,,,,,False,SK030
2344,2025-11-25,,Mixed,TRAINING,KOR,9,LEE Seunghoon,1,OK,5.61,16.32,26.17,37.76,50.44,62.4,105.73,,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.71,9.85,11.59,12.68,11.96,False,
2345,2025-11-25,,Mixed,TRAINING,KOR,9,LEE Seunghoon,2,OK,5.64,16.18,25.98,37.61,50.55,59.68,104.07,,3.9,78.7,928.7,1.3,0.5,-6.58,-6.58,10.54,9.8,11.63,12.94,9.13,False,
2346,2025-11-25,,Mixed,TRAINING,KOR,9,LEE Seunghoon,3,DNS,,,,,,,,,2.3,95.3,921.3,2.7,1.6,-1.7,,,,,,,False,
2347,2025-12-04,,Mixed,TRAINING,,1,YEO Chanhyuk,1,OK,5.03,14.87,24.17,35.04,46.88,54.42,116.15,ATH-81CCC6D3,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.84,9.3,10.87,11.84,7.54,True,SK002
2348,2025-12-04,,Mixed,TRAINING,,1,YEO Chanhyuk,2,OK,5.09,14.83,23.82,34.26,45.46,52.58,122.3,ATH-81CCC6D3,-5,26.6,928.8,5.1,-21.5,-9,,9.74,8.99,10.44,11.2,7.12,True,SK002
2349,2025-12-04,,Mixed,TRAINING,,1,YEO Chanhyuk,3,DNS,,,,,,,,ATH-81CCC6D3,-5,26.6,928.8,5.1,-21.5,-9,,,,,,,False,SK002
2350,2025-12-04,,Mixed,TRAINING,,2,SHIN Yeonsu,1,OK,5.25,15.15,24.45,35.51,47.16,54.55,119.61,ATH-91E60E21,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.9,9.3,11.06,11.65,7.39,True,SK006
2351,2025-12-04,,Mixed,TRAINING,,2,SHIN Yeonsu,2,OK,5.3,15.1,24.07,34.49,45.63,52.79,123.19,ATH-91E60E21,-5,26.6,928.8,5.1,-21.5,-9,,9.8,8.97,10.42,11.14,7.16,True,SK006
